name,id_name,2024-06-13,2024-08-26,2024-09-27,2024-10-21
reka core,reka-core-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,
reka edge,reka-edge-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,
reka flash,reka-flash-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,
reka spark,reka-spark-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,
