name,2024-06-01,2024-07-03,2024-08-26,2024-09-27,2024-10-21
llama 3 70b,,3.3000000000000003,3.3000000000000003,3.3000000000000003,3.3000000000000003
mixtral 8x22b,,3.3000000000000003,3.3000000000000003,3.3000000000000003,3.3000000000000003
mixtral 8x7b,,1.6500000000000001,1.6500000000000001,1.6500000000000001,1.6500000000000001
mixtral-8x7b,1.755,,,,
