name,id_name,2024-06-01,2024-07-03,2024-08-26,2024-09-27,2024-10-21
whisper,whisper-unknown-unknown-unknown,0.42119999999999996,0.396,0.396,0.396,
whisper 3,whisper-unknown-unknown-3,,,,,0.396
whisper 2,whisper-unknown-unknown-2,,,,,0.396
