name,2024-10-31
sensechat,1.7999999999999998
sensechat-128k,9.0
sensechat-32k,5.3999999999999995
sensechat-5,6.0
sensechat-5-cantonais,4.05
sensechat-character,1.7999999999999998
sensechat-character-pro,2.25
sensechat-turbo,0.3
sensechat-vision,0.0
