name,id_name,2024-01-03,2024-02-01,2024-03-02,2024-04-05,2024-05-20,2024-08-26,2024-09-27,2024-10-21
whisper,whisper-unknown-unknown-unknown,,,,,,0.252,0.252,0.252
WhisperX,whisperx-unknown-unknown-unknown,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252
