id_name,number_of_parameters,context_window,finetuned,company,date_release
gpt-unknown-unknown-4o-unknown-unknown-unknown-chat-false,,,,,
gpt-unknown-unknown-4o-unknown-unknown-unknown-false,45.0,128000.0,False,openai,2024-05-13
gpt-unknown-vision-4-unknown-unknown-unknown-false,,128000.0,False,openai,2023-09-25
gpt-unknown-vision-preview-4-unknown-unknown-unknown-false,,128000.0,False,openai,2023-11-06
granite-code-unknown-unknown-unknown-20-8-instruct-false,,,False,ibmwatsonxai,2024-05-06
granite-code-unknown-unknown-unknown-8-128-instruct-false,,,False,ibmwatsonxai,2024-07-18
granite-guardian-unknown-3-unknown-2-unknown-unknown-false,2.0,4096.0,False,ibmwatsonxai,2024-10-21
granite-guardian-unknown-3-unknown-8-unknown-unknown-false,8.0,4096.0,False,ibmwatsonxai,2024-10-21
granite-unknown-japanese-unknown-unknown-8-unknown-unknown-false,8.0,4096.0,False,ibmwatsonxai,2024-05-21
granite-unknown-lab-unknown-unknown-7-unknown-unknown-false,7.0,8192.0,False,ibmwatsonxai,2024-10-18
granite-unknown-multilingual-unknown-unknown-20-unknown-unknown-false,20.0,8192.0,False,ibmwatsonxai,2024-05-21
granite-unknown-unknown-3-unknown-2-unknown-instruct-false,2.0,4096.0,False,ibmwatsonxai,2024-10-21
granite-unknown-unknown-3-unknown-8-unknown-instruct-false,8.0,4096.0,False,ibmwatsonxai,2024-10-21
granite-unknown-unknown-unknown-20-unknown-unknown-instruct-false,20.0,8192.0,False,ibmwatsonxai,2024-09-01
granite-unknown-unknown-unknown-3-unknown-unknown-instruct-false,3.0,128000.0,False,ibmwatsonxai,2024-07-18
granite-unknown-unknown-unknown-34-unknown-unknown-instruct-false,34.0,8192.0,False,ibmwatsonxai,2024-05-06
granite-unknown-unknown-unknown-8-unknown-unknown-instruct-false,8.0,128000.0,False,ibmwatsonxai,2024-05-06
granite-unknown-unknown-unknown-unknown-13-unknown-chat-false,13.0,8192.0,False,ibmwatsonxai,2023-10-05
granite-unknown-unknown-unknown-unknown-13-unknown-instruct-false,13.0,8192.0,False,ibmwatsonxai,2023-09-07
grok-beta-unknown-unknown-unknown-unknown-unknown-unknown-false,,131072.0,False,ibmwatsonxai,2024-10-21
gte-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,0.274,9450.0,False,alibaba,2024-07-03
guanaco-unknown-unknown-unknown-unknown-13-unknown-unknown-false,13.0,2000.0,False,university of washington nlp,2024-09-27
guanaco-unknown-unknown-unknown-unknown-33-unknown-unknown-false,33.0,2048.0,False,university of washington nlp,2024-09-27
guanaco-unknown-unknown-unknown-unknown-65-unknown-unknown-false,65.0,2048.0,False,university of washington nlp,2023-07-14
guanaco-unknown-unknown-unknown-unknown-7-unknown-unknown-false,7.0,2048.0,False,university of washington nlp,2023-07-14
hermes-llama-pro-2-unknown-8-unknown-unknown-false,8.0,8192.0,False,nous,2024-04-15
hermes-llama-pro-2-unknown-unknown-unknown-unknown-false,8.0,,False,nous,2024-09-27
hermes-llama-theta-2-unknown-70-unknown-unknown-false,70.0,8000.0,False,nous,2024-06-24
hermes-llama-unknown-2-unknown-13-unknown-unknown-false,13.0,4096.0,False,nous,2024-06-18
hermes-llama-unknown-2-unknown-7-unknown-unknown-false,7.0,4096.0,False,nous,2024-06-18
hermes-llama-unknown-2-unknown-70-unknown-unknown-false,70.0,4096.0,False,nous,2024-08-15
hermes-mistral pro-2-unknown-7-unknown-unknown-false-false,7.0,,False,nous,2024-10-31
hermes-mistral-dpo-2-unknown-7-unknown-unknown-false,7.0,32768.0,False,nous,2024-10-21
hermes-mixtral-dpo-2-unknown-8x7-unknown-unknown-false,46.7,32768.0,False,nous,2024-04-15
hermes-mixtral-sft-2-unknown-8x7-unknown-unknown-false,46.7,32768.0,False,nous,2024-10-10
hermes-mixtral-unknown-unknown-unknown-8x7-unknown-unknown-false,,,False,nous,2024-07-25
hermes-pro-llama-2-unknown-8-unknown-unknown-false,8.0,8192.0,False,nous,2024-05-31
hermes-theta-unknown-2-unknown-8-unknown-unknown-false,,16384.0,False,nous,2024-04-15
hermes-unknown-bf16-3-unknown-70-unknown-unknown-false,70.0,,False,nous,2024-10-31
hermes-unknown-extended-3-unknown-405-unknown-instruct-false,405.0,131072.0,False,nous,2024-08-23
hermes-unknown-unknown-2-unknown-13-unknown-unknown-false,13.0,4096.0,False,nous,2024-10-31
hermes-unknown-unknown-3-unknown-405-unknown-instruct-false,405.0,131072.0,False,nous,2024-09-27
hermes-unknown-unknown-3-unknown-70-unknown-instruct-false,70.0,131072.0,False,nous,2024-08-18
hermes-unknown-unknown-unknown-unknown-13-unknown-unknown-false,,4096.0,False,nous,2023-07-14
hermes-yi-unknown-2-unknown-34-unknown-unknown-false,34.0,4000.0,False,nous,2024-06-18
inflection-unknown-pi-3-unknown-unknown-unknown-unknown-false,,8000.0,False,inflection,2024-10-21
inflection-unknown-productivity-3-unknown-unknown-unknown-unknown-false,,8000.0,False,inflection,2024-10-21
instructcodet5-unknown-unknown-unknown-unknown-16-unknown-unknown-false,,,False,salesforce,2023-05-20
jais-arabic-unknown-unknown-unknown-13-unknown-unknown-false,13.0,2048.0,False,core42,2023-10-03
jais-unknown-unknown-unknown-unknown-30-unknown-chat-false,,,False,core42,2023-11-10
jamba-large-unknown-1.5-unknown-unknown-unknown-unknown-false,1.55,256000.0,False,ai21,2024-08-22
jamba-mini-unknown-1.5-unknown-unknown-unknown-unknown-false,1.55,256000.0,False,ai21,2024-08-22
jamba-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,1.55,256000.0,False,ai21,2024-05-02
jumbo-grande-unknown-unknown-unknown-unknown-unknown-instruct-false,,,False,ai21,2023-03-31
jumbo-grande-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,ai21,2023-03-07
jumbo-large-unknown-unknown-unknown-unknown-unknown-base-false,,,False,ai21,2023-03-31
jumbo-large-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,ai21,2023-03-07
jumbo-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,178.0,,False,ai21,2023-03-09
jumbo-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false,178.0,,False,ai21,2023-11-29
jurassic-light-unknown-2-unknown-unknown-unknown-unknown-false,,,False,ai21,2023-06-09
jurassic-light-unknown-unknown-unknown-unknown-unknown-unknown-false,1.55,256000.0,False,ai21,2024-08-26
jurassic-mid-unknown-2-unknown-unknown-unknown-unknown-false,,,False,ai21,2023-03-09
jurassic-mid-unknown-unknown-unknown-unknown-unknown-unknown-false,1.55,256000.0,False,ai21,2023-03-09
jurassic-ultra-unknown-2-unknown-unknown-unknown-unknown-false,,,False,ai21,2023-06-27
jurassic-ultra-unknown-unknown-unknown-unknown-unknown-unknown-false,1.55,256000.0,False,ai21,2024-08-26
jurassic-unknown-unknown-2-unknown-unknown-unknown-chat-false,,,False,ai21,2023-03-09
jurrasic-grande-unknown-2-unknown-unknown-unknown-instruct-false,,,False,ai21,2024-02-14
jurrasic-grande-unknown-2-unknown-unknown-unknown-unknown-false,,,False,ai21,2024-02-14
jurrasic-jumbo-unknown-2-unknown-unknown-unknown-instruct-false,178.0,,False,ai21,2024-02-14
jurrasic-jumbo-unknown-2-unknown-unknown-unknown-unknown-false,178.0,,False,ai21,2024-02-14
jurrasic-large-unknown-2-unknown-unknown-unknown-unknown-false,,,False,ai21,2024-02-14
koala-unknown-unknown-unknown-unknown-13-unknown-unknown-false,13.0,2048.0,False,bair,2024-09-26
koala-unknown-unknown-unknown-unknown-7-unknown-unknown-false,7.0,2048.0,False,bair,2023-04-02
lemur-basic-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,core,2023-07-29
lemur-default-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,,2023-07-29
lfm-moe-unknown-unknown-unknown-40-unknown-unknown-false,,32768.0,False,liquid,2024-10-21
llama-awq-unknown-2-unknown-13-unknown-unknown-false,13.0,,False,thebloke,2024-10-31
llama-base-fp8-3.1-unknown-405-unknown-base-false,405.0,,False,meta,2024-10-31
llama-dpo-korean-7-unknown-13-unknown-unknown-false,13.0,4096.0,False,mindsandcompany,2024-05-21
llama-groq-preview-3-unknown-70-8-tool-false,70.0,8000.0,False,meta,2024-09-27
llama-groq-preview-3-unknown-8-8-tool-false,80.0,8000.0,False,meta,2024-09-27
llama-guard-awq-unknown-unknown-7-unknown-unknown-false,7.0,,False,meta,2024-10-31
llama-guard-unknown-2-unknown-7-unknown-unknown-false,,,False,meta,2023-12-07
llama-guard-unknown-2-unknown-8-unknown-unknown-false,8.0,8192.0,False,meta,2024-10-31
llama-guard-unknown-3-unknown-1-unknown-unknown-false,1.0,131072.0,False,meta,2024-10-31
llama-guard-unknown-3-unknown-8-8-unknown-false,8.0,8000.0,False,meta,2024-04-18
llama-guard-unknown-unknown-unknown-7-unknown-unknown-false,7.0,4096.0,False,meta,2024-10-31
llama-instruct-unknown-3.2-unknown-11-unknown-unknown-false,11.0,128000.0,False,meta,2024-10-21
llama-instruct-unknown-3.2-unknown-90-unknown-unknown-false,90.0,128000.0,False,meta,2024-09-25
llama-lumimaid-extended-3-unknown-8-unknown-unknown-false,8.0,24576.0,False,neversleep,2024-05-04
llama-lumimaid-unknown-3-unknown-70-unknown-unknown-false,70.0,8192.0,False,neversleep,2024-05-16
llama-lumimaid-unknown-3-unknown-8-unknown-unknown-false,8.0,24576.0,False,neversleep,2024-05-04
llama-lunaris-unknown-3-unknown-8-unknown-unknown-false,8.0,8192.0,False,saok10k,2024-06-28
llama-nemotron-unknown-3.1-unknown-70-unknown-instruct-false,70.0,128000.0,False,nvidia,2024-10-01
llama-next-unknown-3-unknown-8-unknown-unknown-false,8.0,8192.0,False,lnms-lab,2024-07-19
llama-reference-unknown-3-unknown-8-unknown-unknown-false,8.0,8192.0,False,meta,2024-04-18
llama-sft-unknown-6-unknown-30-unknown-unknown-false,,,False,openassistant,2024-05-28
llama-soliloquy-unknown-3-unknown-8-unknown-unknown-false,8.0,24576.0,False,lynn,2024-06-10
llama-sonar-huge-3.1-unknown-unknown-128-online-false,,128000.0,False,perplexityai,2024-08-14
llama-sonar-large-3-unknown-unknown-unknown-32-online-false,,,False,perplexityai,2024-05-13
llama-sonar-large-3.1-unknown-unknown-128-chat-false,,128000.0,False,perplexityai,2024-08-26
llama-sonar-large-3.1-unknown-unknown-128-online-false,,128000.0,False,perplexityai,2024-08-14
llama-sonar-small-3-unknown-unknown-32-online-false,,,False,perplexityai,2024-05-14
llama-sonar-small-3.1-unknown-unknown-128-chat-false,,128000.0,False,perplexityai,2024-08-01
llama-sonar-small-3.1-unknown-unknown-128-online-false,,128000.0,False,perplexityai,2024-07-23
llama-sonar-unknown-3-unknown-70-unknown-online-false,70.0,32768.0,False,perplexityai,2024-08-01
llama-sonar-unknown-3-unknown-70-unknown-unknown-false,70.0,32768.0,False,perplexityai,2024-05-14
llama-sonar-unknown-3-unknown-8-unknown-online-false,8.0,32768.0,False,perplexityai,2024-06-10
llama-sonar-unknown-3-unknown-8-unknown-unknown-false,8.0,32768.0,False,perplexityai,2024-05-14
llama-sonar-unknown-3.1-unknown-405-unknown-online-false,405.0,127072.0,False,meta,2024-08-14
llama-sonar-unknown-3.1-unknown-70-unknown-online-false,70.0,8192.0,False,meta,2024-08-01
llama-sonar-unknown-3.1-unknown-70-unknown-unknown-false,70.0,8192.0,False,meta,2024-07-01
llama-sonar-unknown-3.1-unknown-8-unknown-online-false,8.0,127072.0,False,meta,2024-10-21
llama-sonar-unknown-3.1-unknown-8-unknown-unknown-false,8.0,127072.0,False,meta,2024-07-01
llama-stheno-unknown-3.3-unknown-8-32-unknown-false,,,False,sao10k,2024-10-02
llama-unknown-awq-3-unknown-8-unknown-instruct-false,8.0,,False,meta,2024-10-31
llama-unknown-awq-3.1-unknown-8-unknown-instruct-false,8.0,,False,meta,2024-10-31
llama-unknown-base-bf16-3.2-unknown-90-unknown-unknown-false,90.0,,False,meta,2024-10-31
llama-unknown-bf16-3.1-unknown-405-unknown-base-false,405.0,,False,meta,2024-10-31
llama-unknown-bf16-3.1-unknown-405-unknown-unknown-false,405.0,,False,meta,2024-10-31
llama-unknown-bf16-3.1-unknown-70-unknown-unknown-false,70.0,,False,meta,2024-10-31
llama-unknown-chat-2-unknown-7-unknown-unknown-true,7.0,,True,meta,2024-10-31
llama-unknown-euryale-3.1-unknown-70-unknown-instruct-false,70.0,8192.0,False,meta,2024-10-20
llama-unknown-extended-3-unknown-8-unknown-instruct-false,8.0,8192.0,False,meta,2024-04-18
llama-unknown-fast-3.1-unknown-8-unknown-instruct-false,8.0,,False,meta,2024-10-31
llama-unknown-fp16-2-unknown-7-unknown-chat-false,7.0,,False,meta,2024-10-31
llama-unknown-fp8-3.1-unknown-8-unknown-instruct-false,8.0,,False,meta,2024-10-31
llama-unknown-gradient-3-unknown-70-1048-instruct-false,70.0,1048576.0,False,gradientai,2024-10-21
llama-unknown-gradient-3-unknown-70-unknown-instruct-false,70.0,1048000.0,False,gradientai,2024-09-27
llama-unknown-hf-2-unknown-13-unknown-chat-false,13.0,,False,meta,2024-10-31
llama-unknown-hf-2-unknown-7-unknown-chat-false,7.0,,False,meta,2024-10-31
llama-unknown-hf-2-unknown-7-unknown-unknown-false,7.0,,False,meta,2024-10-31
llama-unknown-instant-3.1-unknown-8-128-unknown-false,8.0,128000.0,False,meta,2024-07-01
llama-unknown-instruct-3-unknown-11-unknown-2-unknown-false,11.0,131072.0,False,meta,2024-09-25
llama-unknown-instruct-3-unknown-90-unknown-2-unknown-false,90.0,128000.0,False,meta,2024-09-25
llama-unknown-instruct-3.2-unknown-11-unknown-unknown-false,11.0,131072.0,False,meta,2024-09-27
llama-unknown-instruct-3.2-unknown-90-unknown-unknown-false,90.0,128000.0,False,meta,2024-09-25
llama-unknown-instruct-bf16-3.2-unknown-90-unknown-unknown-false,90.0,,False,meta,2024-10-31
llama-unknown-instruct-free-3.2-unknown-11-unknown-unknown-false,11.0,131072.0,False,meta,2024-09-27
llama-unknown-int4-3-unknown-8-unknown-chat-false,8.0,8192.0,False,meta,2024-10-21
llama-unknown-int8-2-unknown-7-unknown-chat-false,7.0,,False,meta,2024-10-31
llama-unknown-int8-3-unknown-8-unknown-instruct-false,8.0,8192.0,False,meta,2024-10-21
llama-unknown-lite-3-unknown-3-unknown-unknown-false,3.0,,False,meta,2024-09-25
llama-unknown-lite-3-unknown-70-unknown-instruct-false,70.0,8192.0,False,meta,2024-04-18
llama-unknown-lite-3-unknown-70-unknown-unknown-false,70.0,,False,meta,2024-04-18
llama-unknown-lite-3-unknown-8-unknown-instruct-false,8.0,8000.0,False,meta,2024-04-18
llama-unknown-lite-3-unknown-8-unknown-unknown-false,8.0,,False,meta,2024-04-18
llama-unknown-long-3.1-unknown-405-unknown-instruct-false,405.0,,False,meta,2024-10-31
llama-unknown-nitro-3-unknown-8-unknown-instruct-false,8.0,8192.0,False,meta,2024-04-18
llama-unknown-preview-3.2-unknown-1-8-unknown-false,1.0,8000.0,False,meta,2024-10-21
llama-unknown-preview-3.2-unknown-11-unknown-8-unknown-false,11.0,8000.0,False,meta,2024-10-21
llama-unknown-preview-3.2-unknown-3-8-unknown-false,3.0,8000.0,False,meta,2024-10-21
llama-unknown-preview-3.2-unknown-90-unknown-8-unknown-false,90.0,8000.0,False,,2024-10-21
llama-unknown-reference-3-unknown-70-unknown-instruct-false,70.0,8000.0,False,meta,2024-04-18
llama-unknown-reference-3-unknown-70-unknown-unknown-false,70.0,8192.0,False,meta,2024-07-23
llama-unknown-reference-3-unknown-8-unknown-instruct-false,8.0,8000.0,False,meta,2024-07-23
llama-unknown-reference-3.1-unknown-70-unknown-instruct-false,70.0,128000.0,False,meta,2024-08-26
llama-unknown-reference-3.1-unknown-8-unknown-instruct-false,8.0,128000.0,False,meta,2024-08-26
llama-unknown-turbo-3-unknown-3-unknown-unknown-false,3.0,,False,meta,2024-09-25
llama-unknown-turbo-3-unknown-405-unknown-unknown-false,405.0,,False,meta,2024-07-23
llama-unknown-turbo-3-unknown-70-unknown-instruct-false,70.0,8192.0,False,meta,2024-10-21
llama-unknown-turbo-3-unknown-70-unknown-unknown-false,70.0,,False,meta,2024-07-23
llama-unknown-turbo-3-unknown-8-unknown-instruct-false,8.0,8192.0,False,meta,2024-10-21
llama-unknown-turbo-3-unknown-8-unknown-unknown-false,8.0,,False,meta,2024-07-01
llama-unknown-turbo-3.1-unknown-405-unknown-instruct-false,405.0,4000.0,False,meta,2024-07-23
llama-unknown-turbo-3.1-unknown-405-unknown-unknown-false,405.0,,False,meta,2024-07-23
llama-unknown-turbo-3.1-unknown-70-unknown-instruct-false,70.0,32768.0,False,meta,2024-10-21
llama-unknown-turbo-3.1-unknown-70-unknown-turbo-false,70.0,128000.0,False,meta,2024-10-01
llama-unknown-turbo-3.1-unknown-8-unknown-instruct-false,8.0,128000.0,False,meta,2024-07-23
llama-unknown-turbo-3.2-unknown-11-unknown-instruct-false,11.0,131000.0,False,meta,2024-09-25
llama-unknown-turbo-3.2-unknown-3-unknown-instruct-false,3.0,131000.0,False,meta,2024-09-25
llama-unknown-turbo-3.2-unknown-90-unknown-instruct-false,90.0,131000.0,False,meta,2024-09-27
llama-unknown-unknown-2-unknown-13-unknown-chat-false,13.0,4096.0,False,meta,2023-07-18
llama-unknown-unknown-2-unknown-13-unknown-unknown-false,13.0,4096.0,False,meta,2023-07-18
llama-unknown-unknown-2-unknown-13-unknown-unknown-true,13.0,,True,meta,2024-05-24
llama-unknown-unknown-2-unknown-7-32-instruct-false,7.0,32000.0,False,meta,2023-08-18
llama-unknown-unknown-2-unknown-7-32-unknown-false,7.0,32000.0,False,meta,2023-10-17
llama-unknown-unknown-2-unknown-7-unknown-chat-false,7.0,4096.0,False,meta,2023-07
llama-unknown-unknown-2-unknown-7-unknown-unknown-false,7.0,4000.0,False,meta,2023-10-17
llama-unknown-unknown-2-unknown-70-unknown-chat-false,70.0,4096.0,False,meta,2023-07-18
llama-unknown-unknown-2-unknown-70-unknown-unknown-false,70.0,4096.0,False,meta,2023-07-18
llama-unknown-unknown-2-unknown-70-unknown-unknown-true,70.0,1200.0,True,meta,2024-05-24
llama-unknown-unknown-3-unknown-405-unknown-unknown-false,405.0,,False,meta,2024-10-31
llama-unknown-unknown-3-unknown-7-unknown-unknown-false,,,False,meta,2024-04-21
llama-unknown-unknown-3-unknown-70-8-unknown-false,70.0,8000.0,False,meta,2024-04-23
llama-unknown-unknown-3-unknown-70-unknown-chat-false,70.0,8000.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-70-unknown-instruct-false,70.0,8192.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-70-unknown-unknown-false,70.0,8000.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-8-8-unknown-false,8.0,8000.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-8-unknown-chat-false,8.0,8000.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-8-unknown-instruct-false,8.0,8192.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-8-unknown-unknown-false,8.0,8192.0,False,meta,2024-04-18
llama-unknown-unknown-3-unknown-unknown-unknown-unknown-false,,,False,meta,2024-06-22
llama-unknown-unknown-3.1-unknown-405-unknown-instruct-false,405.0,128000.0,False,meta,2024-07-23
llama-unknown-unknown-3.1-unknown-405-unknown-unknown-false,405.0,127072.0,False,meta,2024-07-23
llama-unknown-unknown-3.1-unknown-70-unknown-instruct-false,70.0,128000.0,False,meta,2024-07-23
llama-unknown-unknown-3.1-unknown-70-unknown-unknown-false,70.0,8192.0,False,meta,2024-10-01
llama-unknown-unknown-3.1-unknown-8-unknown-instruct-false,8.0,128000.0,False,meta,2024-07-23
llama-unknown-unknown-3.1-unknown-8-unknown-unknown-false,8.0,127072.0,False,meta,2024-08-26
llama-unknown-unknown-3.2-unknown-1-unknown-instruct-false,1.0,131072.0,False,meta,2024-09-25
llama-unknown-unknown-3.2-unknown-1-unknown-unknown-false,1.0,8000.0,False,meta,2024-09-27
llama-unknown-unknown-3.2-unknown-3-unknown-instruct-false,3.0,128000.0,False,meta,2024-09-25
llama-unknown-unknown-3.2-unknown-3-unknown-unknown-false,3.0,8000.0,False,meta,2024-09-27
llama-unknown-unknown-unknown-13-unknown-unknown-unknown-false,13.0,4096.0,False,meta,2023-07-18
llama-unknown-unknown-unknown-7-unknown-unknown-unknown-false,7.0,,False,meta,2023-07-01
llama-unknown-unknown-unknown-70-unknown-unknown-unknown-false,70.0,1200.0,False,meta,2023-07-18
llama-unknown-unknown-unknown-unknown-13-unknown-unknown-false,13.0,4096.0,False,meta,2023-07-14
llama-unknown-unknown-unknown-unknown-33-unknown-unknown-false,32.5,,False,meta,2023-02-28
llama-unknown-unknown-unknown-unknown-65-unknown-unknown-false,65.2,,False,meta,2023-02-28
llama-unknown-unknown-unknown-unknown-70-unknown-unknown-false,70.0,1200.0,False,meta,2024-01-27
llama-unknown-vision-3.2-unknown-11-unknown-instruct-false,11.0,,False,meta,2024-10-31
llama-versatile-unknown-3.1-unknown-70-128-unknown-false,70.0,128000.0,False,meta,2024-09-27
llama-vision-unknown-3.2-unknown-11-unknown-unknown-false,11.0,,False,meta,2024-10-31
llama-vision-unknown-3.2-unknown-90-unknown-unknown-false,90.0,,False,meta,2024-10-31
llama2-unknown-unknown-2-unknown-13-unknown-unknown-false,13.0,4096.0,False,meta,2024-08-15
llamaguard-unknown-unknown-2-unknown-8-unknown-unknown-false,8.0,8192.0,False,meta,2024-07-15
llava-mistral-next-unknown-7-unknown-unknown-false-false,7.0,4096.0,False,llava-hf,2024-10-21
llava-mistral-unknown-1.6-unknown-7-unknown-unknown-false,7.0,4000.0,False,llava-hf,2023-12-01
llava-unknown-unknown-1.6-unknown-34-unknown-unknown-false,34.0,4096.0,False,nous,2023-12-31
llava-yi-unknown-1.6-unknown-34-unknown-unknown-false,34.0,4096.0,False,nous,2024-10-31
llm-unknown-text-unknown-unknown-unknown-unknown-translation-false,,,False,google,2024-09-27
lumimaid-unknown-unknown-0.2-unknown-8-unknown-unknown-false,8.0,131072.0,False,neversleep,2024-09-06
luminous-base-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,alep-alpha,2022-08-16
luminous-enhanced-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,alep-alpha,2022-08-16
luminous-extended-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,alep-alpha,2022-08-16
luminous-supreme-unknown-unknown-unknown-unknown-unknown-unknown-false,70.0,,False,alep-alpha,2022-10-22
lzlv-unknown-unknown-unknown-unknown-70-unknown-unknown-false,70.0,4000.0,False,lizpreciatior,2024-10-14
magma-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,,2022-08-16
magnum-unknown-unknown-2-unknown-72-unknown-unknown-false,,32768.0,False,anthracite-org,2024-10-14
magnum-unknown-unknown-unknown-unknown-72-unknown-unknown-false,,16384.0,False,anthracite-org,2024-07-27
merlinite-unknown-unknown-unknown-7-unknown-unknown-unknown-false,,,False,ibmwatsonxai,2024-02-22
midnight-rose-unknown-unknown-unknown-70-unknown-unknown-false,70.0,4096.0,False,mistralai,2024-09-27
ministral-unknown-unknown-unknown-2410-3-unknown-unknown-false,3.0,128000.0,False,mistralai,2024-10-21
ministral-unknown-unknown-unknown-2410-8-unknown-unknown-false,8.0,128000.0,False,mistralai,2024-10-21
ministral-unknown-unknown-unknown-unknown-3-unknown-unknown-false,,128000.0,False,mistralai,2024-10-16
ministral-unknown-unknown-unknown-unknown-8-unknown-unknown-false,,128000.0,False,mistralai,2024-10-15
mistral-codestral-unknown-unknown-unknown-unknown-unknown-unknown-false,22.2,32000.0,False,mistralai,2024-07-16
mistral-instruct-awq-0.1-unknown-7-unknown-unknown-false,7.0,,False,thebloke,2024-10-31
mistral-instruct-lora-0.2-unknown-7-unknown-unknown-false,7.0,,False,mistralai,2024-10-31
mistral-instruct-unknown-0.1-unknown-7-unknown-unknown-false,7.0,4096.0,False,mistralai,2024-03-04
mistral-instruct-unknown-0.2-unknown-7-unknown-unknown-false,7.0,4096.0,False,mistralai,2024-03-04
mistral-instruct-unknown-0.3-unknown-7-unknown-unknown-false,7.0,32768.0,False,mistralai,2024-05-22
mistral-large-unknown-2-unknown-unknown-unknown-unknown-false,,128000.0,False,mistralai,2024-07-24
mistral-large-unknown-2-unknown-unknown-unknown-unknown-true,,128000.0,True,mistralai,2024-09-17
mistral-large-unknown-unknown-2402-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-07-03
mistral-large-unknown-unknown-2407-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-07-24
mistral-large-unknown-unknown-2407-unknown-unknown-unknown-true,,32000.0,True,mistralai,2024-08-26
mistral-large-unknown-unknown-unknown-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-02-26
mistral-lite-unknown-unknown-unknown-unknown-unknown-unknown-false,,,False,mistralai,2023-12-25
mistral-medium-unknown-unknown-unknown-unknown-unknown-unknown-false,,32000.0,False,mistralai,2023-12-14
mistral-nemo-celeste-unknown-unknown-12-unknown-unknown-false,12.0,4096.0,False,mistralai,2024-07-23
mistral-nemo-finetuned-unknown-unknown-unknown-unknown-unknown-true,12.0,128000.0,True,mistralai,2024-08-26
mistral-nemo-starcannon-unknown-unknown-12-unknown-unknown-false,12.0,4096.0,False,mistralai,2024-08-21
mistral-nemo-unknown-unknown-2407-unknown-unknown-instruct-false,,128000.0,False,mistralai,2024-10-31
mistral-nemo-unknown-unknown-2407-unknown-unknown-unknown-false,,128000.0,False,mistralai,2024-10-31
mistral-nemo-unknown-unknown-unknown-unknown-unknown-unknown-false,12.0,128000.0,False,mistralai,2024-07-18
mistral-openorca-unknown-unknown-unknown-7-8-unknown-false,7.0,8000.0,False,openorca,2024-06-18
mistral-openorca-unknown-unknown-unknown-7-unknown-unknown-false,7.0,32768.0,False,openorca,2024-10-31
mistral-pairrm-dpo-unknown-unknown-7-unknown-unknown-false,7.0,32768.0,False,snorkel,2024-06-18
mistral-pairrm-dpo-unknown-unknown-unknown-unknown-unknown-false,,32768.0,False,snorkel,2024-10-31
mistral-small-unknown-unknown-2402-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-07-03
mistral-small-unknown-unknown-2402-unknown-unknown-unknown-true,,32000.0,True,mistralai,2024-07-03
mistral-small-unknown-unknown-2409-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-09-17
mistral-small-unknown-unknown-2409-unknown-unknown-unknown-true,,32000.0,True,mistralai,2024-09-17
mistral-small-unknown-unknown-unknown-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-09-01
mistral-small-unknown-unknown-unknown-unknown-unknown-unknown-true,,32000.0,True,mistralai,2024-08-26
mistral-tiny-unknown-unknown-unknown-unknown-unknown-unknown-false,,32000.0,False,mistralai,2024-10-04
mistral-unknown-unknown-0.1-unknown-7-unknown-instruct-false,7.0,4096.0,False,mistralai,2023-09-27
mistral-unknown-unknown-0.1-unknown-7-unknown-unknown-false,7.0,4096.0,False,mistralai,2023-09-27
mistral-unknown-unknown-0.2-unknown-7-unknown-instruct-false,7.0,4096.0,False,mistralai,2024-09-27
mistral-unknown-unknown-0.2-unknown-7-unknown-unknown-false,7.0,32000.0,False,mistralai,2024-05-23
mistral-unknown-unknown-0.3-unknown-7-unknown-instruct-false,7.0,,False,mistralai,2024-10-31
mistral-unknown-unknown-unknown-unknown-7-unknown-instruct-false,7.0,32768.0,False,mistralai,2023-09-27
mistral-unknown-unknown-unknown-unknown-7-unknown-unknown-false,7.0,32000.0,False,mistralai,2023-09-27
mistral-unknown-unknown-unknown-unknown-7-unknown-unknown-true,7.0,32000.0,True,mistralai,2024-07-03
