id_name
adetailer-unknown-unknown-unknown-unknown-unknown-False
backgroundremoval-unknown-unknown-unknown-unknown-unknown-False
codeformer-unknown-unknown-unknown-unknown-unknown-False
conservativeupscaler-unknown-unknown-unknown-unknown-unknown-False
creativeupscaler-unknown-unknown-unknown-unknown-unknown-False
eraseobject-unknown-unknown-unknown-unknown-unknown-False
esrgan-unknown-unknown-unknown-unknown-unknown-False
faceswap-unknown-unknown-2-unknown-unknown-False
fastupscaler-unknown-unknown-unknown-unknown-unknown-False
flux-dev-controlnet-1-unknown-unknown-False
ideogram-unknown-unknown-1.0-unknown-unknown-False
imagemodels-unknown-unknown-unknown-1024x1024-unknown-False
imagemodels-unknown-unknown-unknown-512x512-unknown-False
inpaint-unknown-unknown-unknown-unknown-unknown-False
outpaint-unknown-unknown-unknown-unknown-unknown-False
photomerge-unknown-unknown-unknown-1024x1024-30-False
esrgan-x2-unknown-unknown-unknown-unknown-False
removebackground-unknown-unknown-unknown-unknown-unknown-False
searchandrecolor-unknown-unknown-unknown-unknown-unknown-False
searchandreplac-unknown-unknown-unknown-unknown-unknown-False
sketch-unknown-unknown-unknown-unknown-unknown-False
stablediffusion-unknown-unknown-1.5-img2img-1024x1024-50-False
stablediffusion-unknown-unknown-1.5-img2img-2048x2048-50-False
stablediffusion-unknown-unknown-1.5-img2img-512x512-50-False
structure-unknown-unknown-unknown-unknown-unknown-False
style-unknown-unknown-unknown-unknown-unknown-False
superresolution-unknown-unknown-unknown-unknown-unknown-False
upscaling-unknown-unknown-unknown-unknown-unknown-False
stablediffusion-unknown-unknown-unknown-1024x1024-unknown-unknown-False
unknown-unknown-unknown-unknown-unknown-unknown-True
