name,id_name,2022-12-04,2023-03-15,2024-10-31
speechmatics transcription standard,speechmatics-transcription-standard-unknown,0.0275,0.0275,0.017333333333333333
speechmatics transcription enhanced,speechmatics-transcription-enhanced-unknown,0.035833333333333335,0.035833333333333335,0.022500000000000003
speechmatics transcription lite mode,speechmatics-transcription-lite-mode-unknown,,,0.005
speechmatics translation,speechmatics-translation-unknown-unknown,,,0.010833333333333334
