name
adetailer
background removal
codeformer
conservative upscaler
creative upscaler
erase object
esrgan
faceswap v2
fast upscaler
flux 1 dev controlnet union
ideogram upscale 1.0
image models 1024x1024
image models 512x512
inpaint
outpaint
photo merge (30 steps 1024x1024)
real esrgan x2
remove background
search and recolor
search and replace
sketch
stable diffusion v1 5 img2img (50 steps 1024x1024)
stable diffusion v1 5 img2img (50 steps 2048x2048)
stable diffusion v1 5 img2img (50 steps 512x512)
stable diffusion x4 latent upscaler 1024 pixels
stable diffusion x4 latent upscaler 512 pixels
structure
style
super resolution
upscaling
