name
imagen
imagen 2
imagen 3
imagen 3 fast
japonese stable diffusion xl 30 steps
juggernaut v9 and xi (30 steps)
juggernaut v9 and xi lighting (4 steps)
midjourney version 1
midjourney version 2
midjourney version 3
midjourney version 4
midjourney version 5
midjourney version 5.0
midjourney version 5.1
midjourney version 5.2
midjourney version 6
midjourney version 6.1
open dalle (50 steps)
openai dall e
openai dall·e 2 256
openai dall·e 2 512
openai dall·e 3 (100 steps 1024x1024)
openai dall·e 3 (100 steps 512x512)
openai dall·e 3 (25 steps 1024x1024)
openai dall·e 3 (25 steps 512x512)
openai dall·e 3 (50 steps 1024x1024)
openai dall·e 3 (50 steps 512x512)
openai dall·e 3 (75 steps 1024x1024)
openai dall·e 3 (75 steps 512x512)
openai dall·e 3 1024
openjourney v4
openjourney v4 (100 steps 1024x1024)
openjourney v4 (100 steps 512x512)
openjourney v4 (25 steps 1024x1024)
openjourney v4 (25 steps 512x512)
openjourney v4 (50 steps 1024x1024)
openjourney v4 (50 steps 512x512)
openjourney v4 (75 steps 1024x1024)
openjourney v4 (75 steps 512x512)
openjourney v4 1024
openjourney v4 512
photomaker v2
playground v2 1024 30 steps
playground v2.5 1024 30 steps
realistic vision 3.0
realistic vision 3.0 (100 steps 1024x1024)
realistic vision 3.0 (100 steps 512x512)
realistic vision 3.0 (25 steps 1024x1024)
realistic vision 3.0 (25 steps 512x512)
realistic vision 3.0 (50 steps 1024x1024)
realistic vision 3.0 (50 steps 512x512)
realistic vision 3.0 (75 steps 1024x1024)
realistic vision 3.0 (75 steps 512x512)
realistic vision 3.0 1024
realistic vision 3.0 512
sd 1.5 (40 steps 1024x1024 dpm_2 sampler)
sd 1.5 (40 steps 512x512 ddim sampler)
sd 1.5 (60 steps 1024x1024 ddim sampler)
sd 1.5 text to image
sd 1.6 512
sd 1.6 hd 512
sd1.5 (50 steps 1024x1024)
sd1.5 controlnet (50 steps 1024x1024)
sd1.5 fine tuned (50 steps)
sd2 (50 steps 1024x1024)
sd3
sd3 (30 steps)
sd3 large
sd3 text to image
sd3 turbo
sdxl (1024x1024 50 steps)
sdxl (30 steps 1024x1024 ddim sampler)
sdxl (40 steps 1024x1024 ddim sampler)
sdxl (40 steps 1024x1024 dpm_2_ancestral sampler)
sdxl (512x512 50 steps)
sdxl (768x768 50 steps)
sdxl 0.8 512
sdxl 0.8 512 hd
sdxl 0.8 > 512
sdxl 0.8 > 512 hd
sdxl 1.0 1024
sdxl 1.0 1024 hd
sdxl 1.0 hd 1024
sdxl controlnet (50 steps 1024x1024)
sdxl lightning
sdxl lightning 4 steps
sdxl text to image
sdxl turbo (50 steps 1024x1024)
sdxl with custom asset (fine tuned) (60 steps 1024x1024 ddim sampler)
sdxl with custom asset (fine tuned) (60 steps 1024x1024 dpm_2 sampler)
sdxl with defaults 20 steps
sdxl with lcm lora (fine tuned) (4 steps 1024x1024 lcm sampler)
sdxl1.0 base (50 steps 1024x1024)
segmind stable diffusion 1b (ssd 1b) 30 steps
ssd (50 steps 1024x1024)
stability ai/stable diffusion 3
stabilityai stable diffusion xl
stable diffusion 1.5
stable diffusion 1.5 (100 steps 1024x1024)
stable diffusion 1.5 (100 steps 512x512)
stable diffusion 1.5 (25 steps 1024x1024)
stable diffusion 1.5 (25 steps 512x512)
stable diffusion 1.5 (50 steps 1024x1024)
stable diffusion 1.5 (50 steps 512x512)
stable diffusion 1.5 (75 steps 1024x1024)
stable diffusion 1.5 (75 steps 512x512)
stable diffusion 1.5 1024
stable diffusion 1.5 512
stable diffusion 2.1
stable diffusion 2.1 (100 steps 1024x1024)
stable diffusion 2.1 (100 steps 512x512)
stable diffusion 2.1 (25 steps 1024x1024)
stable diffusion 2.1 (25 steps 512x512)
stable diffusion 2.1 (50 steps 1024x1024)
stable diffusion 2.1 (50 steps 512x512)
stable diffusion 2.1 (75 steps 1024x1024)
stable diffusion 2.1 (75 steps 512x512)
stable diffusion 2.1 1024
stable diffusion 2.1 512
stable diffusion 3 (100 steps 1024x1024)
stable diffusion 3 (100 steps 512x512)
stable diffusion 3 (25 steps 1024x1024)
stable diffusion 3 (25 steps 512x512)
stable diffusion 3 (50 steps 1024x1024)
stable diffusion 3 (50 steps 512x512)
stable diffusion 3 (75 steps 1024x1024)
stable diffusion 3 (75 steps 512x512)
stable diffusion 3 1024
stable diffusion 3 large
stable diffusion 3 large turbo
stable diffusion 3 medium
stable diffusion 3 medium text to image
stable diffusion 3 turbo
stable diffusion 3.5 large
stable diffusion 3.5 large 1024
stable diffusion 3.5 large turbo
stable diffusion xl (50 steps)
stable diffusion xl 1.0 (100 steps 1024x1024)
stable diffusion xl 1.0 (100 steps 512x512)
stable diffusion xl 1.0 (25 steps 1024x1024)
stable diffusion xl 1.0 (25 steps 512x512)
stable diffusion xl 1.0 (50 steps 1024x1024)
stable diffusion xl 1.0 (50 steps 512x512)
stable diffusion xl 1.0 (75 steps 1024x1024)
stable diffusion xl 1.0 (75 steps 512x512)
stable diffusion xl 1.0 1024
stable diffusion xl 1.0 512
stable diffusion xl 30 steps
stable diffusion xl base 1.0 (50 steps 1024x1024)
stable diffusion xl base 1.0 (50 steps 2048x2048)
stable diffusion xl base 1.0 (50 steps 512x512)
stable diffusion xl lightning (50 steps 1024x1024)
stable diffusion xl lightning (50 steps 2048x2048)
stable diffusion xl lightning (50 steps 512x512)
stable image core
stable image ultra
ultra
