name,id_name,2024-05-29,2024-10-31
"SDXL (512x512, 50 steps)",stablediffusion-xl-unknown-1-512x512-50-false-unknown-false,0.27399999999999997,0.27399999999999997
"SDXL (768x768, 50 steps)",stablediffusion-xl-unknown-1-768x768-50-false-unknown-false,0.468,0.468
"SDXL (1024x1024, 50 steps)",stablediffusion-xl-unknown-1-1024x1024-50-false-unknown-false,0.692,0.692
"Flux-Dev (512x512, 50 steps)",flux-dev-unknown-1-512x512-50-false-unknown-false,,0.6
"Flux-Dev (768x768, 50 steps)",flux-dev-unknown-1-768x768-50-false-unknown-false,,1.3
"Flux-Dev (1024x1024, 50 steps)",flux-dev-unknown-1-1024x1024-50-false-unknown-false,,2.5
