name,id_name,2023-03-23,2023-05-24,2023-06-24,2023-07-24,2023-08-23,2023-09-24,2023-10-24,2023-11-23,2023-12-22,2024-01-23,2024-02-24,2024-03-23,2024-04-24,2024-05-01,2024-07-03,2024-08-26,2024-09-16,2024-09-27,2024-10-21
whisper,whisper-unknown-unknown-unknown,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
