name,id_name,2024-10-04,2024-10-31
Llama 3.1 405B,llama-unknown-unknown-3.1-unknown-405-unknown-unknown-false,,
Llama 3.1 70B,llama-unknown-unknown-3.1-unknown-70-unknown-unknown-false,,
Llama 3.1 8B,llama-unknown-unknown-3.1-unknown-8-unknown-unknown-false,,
Llama 3.2 11B Vision,llama-vision-unknown-3.2-unknown-11-unknown-unknown-false,,
Llama 3.2 1B,llama-unknown-unknown-3.2-unknown-1-unknown-unknown-false,,
Llama 3.2 3B,llama-unknown-unknown-3.2-unknown-3-unknown-unknown-false,,
Llama 3.2 90B Vision,llama-vision-unknown-3.2-unknown-90-unknown-unknown-false,,
