name
ada (embedding)
all minilm l6 v2
baai bge base 1p5
baai bge large 1p5
baichuan text embedding
bert base uncased
bge base en v1.5
bge large en v1.5
bge small en v1.5
cohere multilingual text to embeddings
cohere text to embeddings
e5 base v2
e5 large v2
embed
embed 3
embed custom
embed default
embed english
embed multilingual
embed v3 english
embed v3 multilingual
embedding
embedding (ada)
embedding (babbage)
embedding (curie)
embedding (davinci)
embedding 2
embedding 3
embedding for text
embeddings
embeddings (向量化)
embeddings for text
embeddings models (151m 350m)
embeddings models (up to 150m)
embeddings models 151m 350m
embeddings models up to 150m
gcp embeddings gecko
gte base
m2 bert 2k retrieval encoder v1
m2 bert retrieval 2k
m2 bert retrieval 32k
m2 bert retrieval 8k
mistral embed
mixedbread ai/mxbai embed 2d large v1
mixedbread ai/mxbai embed large v1
multilingual e5 base
multimodalembedding
mxbai embed 2d large v1
mxbai embed large v1
mxbai embed v2
mxbai rerank large v1
nova embedding stable
openai text embedding ada
retrieval
sentence bert
text embedding
text embedding 3 large
text embedding 3 small
text embedding ada 002
text multilingual embedding 002
textembedding gecko multilingual@001
textembedding gecko@001
textembedding gecko@003
uae large v1
voyage large 2 instruct
detection embeddings
general embeddings
