name,id_name,2024-09-27,2024-10-21
black-forest-labs/flux-dev,flux-dev-unknown-1-unknown-unknown-false-unknown-false,0.03,0.025
black-forest-labs/flux-pro,flux-pro-unknown-1-unknown-unknown-false-unknown-false,0.055,0.055
black-forest-labs/flux-schnell,flux-schnell-unknown-1-unknown-unknown-false-unknown-false,0.003,0.003
stability-ai/stable-diffusion-3,stablediffusion-unknown-unknown-3-unknown-unknown-false-unknown-false,0.035,0.035
